cNT,6.611085835
dMWP,23.228314279
dWL,4.48918543
DWL.H,5.745075121
dWP,6.479337099
EYE,57.841442193
age10,186.448108285
age11,313.920839383
age12,167.768017705
age13,169.713865623
age14,85.978897492
age15,125.169684774
age20,167.598319877
age24,120.611821562
FC_PW30_distal1,18.578248480
FC_PW48_distal1,16.792010578 
