CV_area,lambda,lambda_SE,C0,C0_SE,CV_lambda,CV_lambda_SE,CV_0,CV_0_SE
0.01,19.2600047239595,2.08503211642765e-08,0.462381816583781,0.00199124638165376,3.42338985738175e-08,8.71564196860843e-10,0.136183425099153,0.00307293423049481
0.02,19.2600047472446,2.05339980300615e-08,0.460856499832192,0.0019670445699427,3.37145312768912e-08,7.57946116824809e-10,0.134973491799514,0.0031282744063383
0.03,19.2600047166573,2.00920167513233e-08,0.462906949781835,0.00200566193616735,3.29888474354776e-08,6.96252586062101e-10,0.137013711666701,0.00315850390399566
0.04,19.2600047370697,2.16911573757808e-08,0.461651240637124,0.00197983255211147,3.56144576956445e-08,7.86052829836156e-10,0.135617100081347,0.00316934279406145
0.05,19.2600047026955,2.1144970506797e-08,0.463885165885803,0.00198894793241458,3.47176799231026e-08,7.96836873387663e-10,0.135585400794235,0.00334323976414277
0.06,19.2600047203076,2.26023350028191e-08,0.459905635965668,0.00203004031971062,3.71105096208487e-08,8.60827957901532e-10,0.139584094001866,0.00319428834902038
0.07,19.2600047226855,2.2860639150919e-08,0.462585008439799,0.00195229661874348,3.75346161774159e-08,9.09447383237499e-10,0.13346096113874,0.00310657718722522
0.08,19.2600047620598,2.35212492641438e-08,0.459476219785882,0.00198284690413926,3.86192641207318e-08,8.05841618569961e-10,0.136466528592396,0.00311046341420992
0.09,19.2600047072082,2.42138502449084e-08,0.460185172071985,0.00208436888793575,3.97564376853341e-08,9.30299818412487e-10,0.143232628295946,0.00319026699195828
0.1,19.2600047651495,2.41895562928552e-08,0.45880285860967,0.00200934452744723,3.97165496099439e-08,9.34667530658336e-10,0.138493149976944,0.0033283445208891
0.15,19.2600047902017,2.69552765509949e-08,0.458461854372412,0.00203965716796756,4.42575533024981e-08,1.0084647580324e-09,0.140687000132115,0.00310331851247726
0.2,19.2600047865347,2.93565294252061e-08,0.457690821802529,0.00195466427574363,4.82001423209967e-08,1.21178451716737e-09,0.135051674140412,0.00306662214996417
0.25,19.2600047213687,3.01042638190188e-08,0.460336704790174,0.00207494087099361,4.94278388442333e-08,1.1733506399101e-09,0.142537822733563,0.00340898152385041
0.3,19.2600046542905,3.1432443280142e-08,0.460170492305702,0.00202900548288569,5.16085613547138e-08,1.21331877469691e-09,0.139432641122632,0.00321541142211052
0.35,19.2600046266608,3.33506699262604e-08,0.457636594960306,0.00200414607886019,5.4758075350342e-08,1.38205363155794e-09,0.138486878949078,0.0031236156534637
0.4,19.2600045602766,3.44020319813104e-08,0.458350604201034,0.00200317540264953,5.64842946212333e-08,1.38678430118933e-09,0.138204177481984,0.00340702233859955
0.45,19.260004528905,3.56468587926996e-08,0.458672831042564,0.00204897417095039,5.85281613231997e-08,1.52653641369448e-09,0.141264640251979,0.00322965811187094
0.5,19.2600044857901,3.3927953151918e-08,0.459734298381877,0.00200639918119341,5.57059103421847e-08,1.44199011359265e-09,0.138009962067215,0.00321515003579401
0.55,19.2600043940642,3.45971702905958e-08,0.459560344215511,0.00204990528274934,5.68046904229732e-08,1.48468456426458e-09,0.141055897504931,0.00336962511445025
0.6,19.2600044115638,3.41295019982422e-08,0.45935169827952,0.00206138410964809,5.60368312568576e-08,1.37782943641048e-09,0.141910195246509,0.00344385550480975
0.65,19.2600042736458,3.43319231542945e-08,0.460602705482534,0.00207991937646244,5.63691845956646e-08,1.56059173719088e-09,0.142797306677738,0.0034269371266167
0.7,19.2600042654591,3.32508217876322e-08,0.458747815992982,0.00205467591542196,5.45941368818086e-08,1.55806853124133e-09,0.141634587015108,0.00340909377821637
0.75,19.2600042137443,3.33711245471344e-08,0.460376529289742,0.00208819982202698,5.47916607280868e-08,1.38022627354205e-09,0.143436235929559,0.0036915944683504
0.8,19.2600042011315,3.52950576461163e-08,0.46124980520986,0.00210042578631654,5.79505441136465e-08,1.60351127865208e-09,0.144002869288765,0.00391753631155518
0.85,19.2600041682821,3.59914119635631e-08,0.461143894999192,0.00221393872787813,5.9093880258721e-08,1.65601081141617e-09,0.151820051313113,0.00451475957663774
0.9,19.2600042140362,3.53239454240999e-08,0.462026490403752,0.00218824245975227,5.79979745810392e-08,1.4149378836588e-09,0.149771287777449,0.00396186083474323
0.95,19.2600042106273,3.60138855956551e-08,0.460026615348295,0.0023250307140909,5.91307793235891e-08,1.58433559552803e-09,0.159825376208034,0.00544455384625038
1,19.2600040769796,3.49157745956234e-08,0.461616100877825,0.00225708890941453,5.73278040595982e-08,1.53561858817741e-09,0.15462072968604,0.00473226133567824
1.5,19.2600039813118,3.52031549127362e-08,0.45874102907798,0.00210988116494713,5.77996507456641e-08,1.64149560494793e-09,0.145442191794626,0.00398131690555011
2,19.2600039784415,3.77883524250409e-08,0.461213266802681,0.00226396067383097,6.20442564923843e-08,1.87369450149913e-09,0.155226936813558,0.0047598438837512
2.5,19.2600038820664,3.96926588221278e-08,0.461893830816253,0.00224718410827277,6.51709153510479e-08,2.84708530311009e-09,0.153849643138086,0.00454573416764074
3,19.2600038371873,3.65278674721266e-08,0.46063872166683,0.00216823689940436,5.99746813433482e-08,1.84153988564018e-09,0.148849125929504,0.00450449526383128
3.5,19.2600038750146,3.85164089122307e-08,0.461864536898826,0.00235380586208918,6.3239644313397e-08,2.39252784591526e-09,0.161159541367613,0.00531394192820068
4,19.2600038426427,3.87190000141556e-08,0.455876322145984,0.00230174577462574,6.35722763968168e-08,2.10960674356909e-09,0.159665218150003,0.00600006485678284
4.5,19.2600037520005,3.81637613979134e-08,0.462241935798793,0.00221217595173275,6.26606368568763e-08,1.86621459624658e-09,0.151338813092268,0.00482172341572291
5,19.2600037598283,4.03326499404048e-08,0.461465780393958,0.00224252956144727,6.6221709752704e-08,4.69465920709269e-09,0.153673391088237,0.00445004558237001
5.5,19.2600038325749,3.90476128940025e-08,0.45808370771565,0.00223594264187555,6.41118221008674e-08,2.32903670416281e-09,0.154353262225383,0.00463495839765003
6,19.260003751446,3.54077719882612e-08,0.463536342365705,0.00221268537180296,5.81356098367361e-08,1.60139334373488e-09,0.150950958548867,0.00590396658401605
6.5,19.2600037511559,4.03245572020015e-08,0.461080602462752,0.00235929817909964,6.6208422409273e-08,3.10509094202237e-09,0.16181023199833,0.00681959231707177
7,19.2600036996329,4.3133116431183e-08,0.466102021565164,0.00243932159554556,7.08197633972269e-08,6.02633727269206e-09,0.165496218224009,0.00786468311320159
