L,lambda,lambda_SE,C0,C0_SE,CV_lambda,CV_lambda_SE,CV_0,CV_0_SE
333.2,18.5077639495483,0.0122006102828945,0.465824068765546,0.00102814514335178,0.0208462337444927,0.000477754939770526,0.0697963165975512,0.00173708412600547
347.9,18.5207298018642,0.0116082394969838,0.46750371931476,0.00106042297350348,0.0198202105575241,0.000430816956920026,0.0717288813093197,0.00166177709316277
367.5,18.506480771381,0.0112471273272674,0.467892685686972,0.0010719884898539,0.0192184240361292,0.000450479606390441,0.0724509135774469,0.00162681673931931
382.2,18.4970311240607,0.0111160560472762,0.468413670390721,0.0010713587856436,0.0190041609768153,0.000416485843837067,0.0723278197888607,0.00160630907767183
401.8,18.4677658623499,0.0109596633611283,0.467965861593838,0.00110735282011714,0.0187664814835659,0.00041429775584129,0.0748293277858839,0.00165927421009405
421.4,18.494249236134,0.0107465162871121,0.468896233359313,0.00114436571335534,0.0183751543225519,0.000393309651947256,0.0771770356200143,0.00167801771874003
441,18.5035807123658,0.0103678333936103,0.466559930173691,0.00118146230432133,0.0177187153311634,0.000394833557181154,0.0800778551620476,0.00182533267957321
460.6,18.4895783665564,0.00977529581651162,0.466722877336834,0.00111581789733885,0.0167187152509684,0.000388232017625219,0.075602165244284,0.00166139467685564
485.1,18.511534615267,0.00972635302852124,0.467312220749593,0.0011187222834417,0.0166152777369615,0.000380056596148378,0.0757033590772688,0.00171343281899782
509.6,18.4935167505257,0.00994257609702298,0.467047733776137,0.00117919767883876,0.0170011938239092,0.000350026174648042,0.0798408857819563,0.00168774484166532
534.1,18.4945109539619,0.00914254184026188,0.468260922592761,0.00124341401647474,0.0156323440455296,0.000367573619539395,0.0839707132695745,0.00190660815750748
558.6,18.4851557579066,0.00902178532990088,0.468869419641285,0.0011788724665773,0.0154336758517047,0.000343785618383384,0.0795087482586746,0.00181614234409412
583.1,18.4849288383622,0.00886937057786195,0.46710179444316,0.00124436834224414,0.0151731243779094,0.000340716141479648,0.0842436971236739,0.00187478338062416
612.5,18.4908846264967,0.00864330691457103,0.466125281558999,0.00125043910765457,0.0147816272276992,0.000335051935871351,0.0848320357632529,0.00201713056231653
641.9,18.500361781842,0.00846313653830644,0.466969293921337,0.0012999098275443,0.0144660887855224,0.00032730457040235,0.0880288246226554,0.00213635314043375
671.3,18.4939781824618,0.00856681152343008,0.468184831643687,0.00131773849778978,0.0146483554982813,0.000318940052399856,0.0890044856616759,0.00206085397396189
705.6,18.4905358574142,0.00800738939477345,0.469793477429591,0.00129007320542702,0.0136943508801602,0.000304228900372872,0.0868375120877472,0.00193448978752521
739.9,18.5030925366702,0.00808120834178389,0.467550563279669,0.00127286493528962,0.0138112180738131,0.000310839595553956,0.0860902042560551,0.00200410491651601
774.2,18.5006647474113,0.00721842488421144,0.467104827860304,0.00128802910750202,0.0123382938205717,0.000273187163765945,0.0871989632596643,0.00179938678372684
813.4,18.4929442646714,0.00749368929475027,0.467097689553658,0.00142287304439904,0.0128141446326112,0.000286824671074319,0.0963293063140272,0.00216039800909474
852.6,18.4913840483233,0.00723310603978766,0.468161118081747,0.00135887557748392,0.0123695930945329,0.000297516603995471,0.0917876712878891,0.00224207173176457
891.8,18.5039057633092,0.00708409810006504,0.468985267732443,0.00141033686575062,0.0121065711481827,0.000269011268100592,0.0950963083646254,0.00211188023712144
935.9,18.5009546737449,0.00707975616207051,0.469293245359943,0.00140980389823905,0.0121010808066713,0.000277838481580941,0.0949979872222594,0.00212755485223687
980,18.4987126365048,0.00676999338067799,0.468839553151222,0.00138994861876957,0.0115730209165792,0.000244932834791528,0.0937506965095833,0.00212247798954776
