CV_white,lambda,lambda_SE,C0,C0_SE,CV_lambda,CV_lambda_SE,CV_0,CV_0_SE,lambda_lin,lambda_SE_lin,C0_lin,C0_SE_lin,CV_lambda_lin,CV_lambda_SE_lin,CV_0_lin,CV_0_SE_lin
0.0001,21.0325453816602,0.411412558261167,0.398469597495408,0.131296790064895,0.0276630911316559,0.0138356985596359,0.465987122663651,0.233063518865703,19.2857803344115,0.693666105953458,0.528640209464564,0.0642076666970414,0.0508660784156881,0.0254416427248649,0.171767775938304,0.0858771820584382
0.000112201845430196,19.9809441322844,0.152839922801483,0.457818489785282,0.0192954185215846,0.0108177216385221,0.00541087455473622,0.0596040639985684,0.0298159900428858,21.0303066033572,0.575784737719822,0.448034256034488,0.0122635620526951,0.0387194823379711,0.0193680336564809,0.0387097538733521,0.019364406722164
0.000125892541179417,22.4548292570478,1.66827256223987,0.323445041278136,0.146723378422873,0.105068431215705,0.0525264321845036,0.641525344963922,0.320382926694612,19.1517520355918,1.81601001435768,0.465754532880902,0.0513567304218605,0.134098749134658,0.0670056003258074,0.155939190183483,0.0779260323375206
0.000141253754462276,23.0270173664587,0.242417506719482,0.220017309335825,0.0128125324642961,0.0148881689844353,0.007442430067374,0.0823555984483753,0.0411745840152411,18.3162640292253,0.583562019785132,0.420273249039117,0.0314456469455749,0.0450572956116574,0.0225398755051348,0.105814158978006,0.0528775195291554
0.000158489319246111,21.7125190054186,0.346451621948468,0.391082569851412,0.0151863140909936,0.0225656259572372,0.011288436042752,0.0549160024137629,0.027470861403061,20.4170175814737,0.696519531491388,0.497239496910419,0.0405810780198735,0.0482454092015225,0.0241114012260238,0.115417844455275,0.057737682871935
0.000177827941003892,22.105509783308,1.54980777784379,0.25018438114258,0.0401904612119897,0.0991499042538707,0.0495803112915504,0.227184027493842,0.113637714253,18.4324890468584,0.319281762293569,0.446147047800556,0.0165647308173908,0.0244965613328768,0.0122464659719079,0.0525075019424672,0.0261948702343109
0.000199526231496888,23.6419527529816,0.552981443505082,0.233504344155107,0.0461068657360682,0.033078226038114,0.0165468592579933,0.279245146716201,0.139637666874534,19.518644743214,0.249152354473837,0.437069210410018,0.0639830321216312,0.0180522082055206,0.00903033155794267,0.207028245488349,0.103266387132748
0.000223872113856834,22.7159716707276,0.439232918561743,0.283287712592985,0.0560078116105027,0.0273450398457393,0.0136732042160521,0.279599161055783,0.139841556082215,20.1717094715476,0.748919080496906,0.441981962029363,0.0457097745689852,0.0525057889740396,0.0262405929516309,0.146257966799517,0.073158404759941
0.000251188643150958,22.8154011391822,0.470588723618372,0.271372587286407,6.07877281089963e-05,0.0291694610662805,0.0145737769224825,0.000316785237511338,0.000158390716130204,18.9225772862424,1.22194825673954,0.47459587632525,0.021835570690754,0.0913245469186496,0.045674064596154,0.0650662210808126,0.0325493242069248
0.000281838293126446,23.9598153961959,2.25359961785059,0.243809053821717,0.0805296534701289,0.133017349717525,0.0665371629645586,0.467111972773334,0.233649950974697,18.6349376409072,0.486569570219624,0.499409179758853,0.0346297362426239,0.0369259773497766,0.0184716359778961,0.0980635611851782,0.0490130281175198
0.000316227766016838,24.4274482990705,2.26819751914507,0.230174800437637,0.0877194407969442,0.131316036552128,0.0656903463984174,0.538955709412826,0.26909400022749,18.9525586745021,1.01738757853538,0.442794295802246,0.0318749356159905,0.0759160457680238,0.0379758008576235,0.101803403239944,0.0509125024367673
0.000354813389233575,23.6408014116259,1.05468310559186,0.237613505413198,0.0233107203495762,0.0630920723017571,0.0315511513095995,0.138739322959486,0.0693993750510851,19.1788579981285,0.170003108679632,0.451060416874104,0.0266759296735438,0.0125357152111863,0.00626435566179007,0.0836372692480487,0.0418254154744796
0.000398107170553497,21.9925763798143,0.394235489030267,0.345752063686872,0.0161372827269726,0.0253509714244812,0.0126744959960383,0.0660055759291198,0.0330182451103477,20.6889655577322,0.136880347907292,0.504075073285496,0.0459001710103897,0.00935658401540976,0.0046802958918289,0.128775747499366,0.0643783340987306
0.000446683592150963,23.6480710834,0.0938133834317725,0.290905381646864,0.00609440589335788,0.00561027403518128,0.00280148431095497,0.0296274734423984,0.0148204080733595,19.8012767819666,0.132983318598278,0.514163526438847,0.0287433187854685,0.00949771142547451,0.0047470394866634,0.0790588775045241,0.0395235821052556
0.000501187233627273,27.726972127352,2.39931570743765,0.161570583582892,0.0558893289098679,0.122377041325975,0.0611915830748742,0.489194537666045,0.244715254274405,18.0735785682128,1.01057152795778,0.483907619709733,0.0203119092294795,0.0790747640370219,0.0395393608169417,0.0593612837244675,0.0296869397887257
0.000562341325190349,26.2361734312469,0.381018703992247,0.184486217201561,0.0226208229163136,0.0205381253526058,0.010264250816872,0.173404143927669,0.0867314016379557,19.3273126938714,0.515822959718797,0.445206505615183,0.0161461198397494,0.0377436758525187,0.0188661698564736,0.0512886971979956,0.0256366464367582
0.000630957344480193,27.1770362686341,0.317886815346535,0.17063126137062,0.0223766731062693,0.016541901078504,0.00827502291773725,0.185460708275138,0.0927648779328733,19.3684148976475,0.303614685847577,0.447229244595024,0.0523280750313796,0.0221688769437422,0.011074981042279,0.165470112468305,0.0827723158875769
0.000707945784384137,26.2241300340943,0.515699248495904,0.186167878317417,0.00300845266011249,0.0278106030735943,0.0139120089834798,0.0228535373134262,0.0114291932993261,18.5619303315425,0.639865195413222,0.478368140505855,0.0326100525853501,0.0487506429170339,0.0243873231666891,0.0964060411446598,0.0482255968806465
0.000794328234724282,26.5368519123083,1.49499716583757,0.178667418530727,0.0151997326479067,0.0796720452984935,0.0398424820211212,0.120311068642983,0.0601508373096114,18.8697751749441,0.366329683508583,0.453930698868993,0.0109894547683163,0.0274549326589535,0.0137338957089758,0.0342374640339623,0.0171205825906871
0.000891250938133746,26.4677636192722,1.33559593840518,0.208355410247695,0.044702517593228,0.0713629574871867,0.0356935491142316,0.303418598909478,0.151784907472178,19.8772027270324,0.19554636642934,0.44915824984612,0.0370675773086111,0.0139126378733895,0.00695109451317388,0.116710470245421,0.0583787126867531
0.001,25.6989500204231,2.8313152375855,0.21310040680394,0.0298892739334653,0.155807315285836,0.0779370266379485,0.198356339155565,0.0991402383395144,19.6061166627932,0.0298185772499338,0.437317627044247,0.0359013344724973,0.00215085103709254,0.00107578931469654,0.116099034153868,0.0579999882512737
