k_d,mean_pos_cilium,std_pos_cilium,SE_std
0.460729437973378,2.24159805781357,7.7313542176864,0.02889616606003
0.408021917945934,3.2692908554565,4.22488081955352,0.00757724107959847
0.361344146483426,5.00273526612657,3.83511937953053,0.00321246316419321
0.3200063194035,7.11652762748785,3.82107398385573,0.00302861811652844
0.28339754623055,9.27257667550327,3.99576939654807,0.00308755265760414
0.250976822455269,11.492844354242,4.00095404529951,0.00286396964535555
0.222265034569144,13.7061199812578,4.00766620311007,0.00295586469623881
0.196837879724242,16.0283724011792,4.11497056423597,0.00289755498399349
0.174319595385041,18.2587077893768,4.17515748324014,0.00315440131530981
0.154377406309065,20.4211566957691,4.21915214783378,0.00296506530301605
0.136716606793819,22.6614011233367,4.22295016784311,0.00295477975520169
0.121076205515432,24.9323540536138,4.43772394660756,0.00322011738370014
0.107225068598454,27.2834308933971,4.44301088837041,0.00300338853707467
0.0949585039190695,29.3735360509436,4.43553270615312,0.00309472393872224
0.0840952361645579,31.6131718275489,4.65920035759942,0.0032945187594483
0.0744747279464306,33.9476269756712,4.63902276690766,0.0033594105066666
0.0659548073786424,36.1488100475031,4.74371281727035,0.00342601047718288
0.0584095670612289,38.5215643476664,4.74224936555598,0.00352273829775816
0.0517275034205463,40.7194490790898,4.87918804845817,0.00384159861059076
0.0458098689092789,42.846478889672,4.83834109289922,0.0037217641273092
0.0405692127150248,45.1515298384435,4.97158736086342,0.0037997918944756
0.0359280884120486,47.4697920333781,4.90679161163687,0.00389775239086849
0.0318179094578763,49.6240880700216,4.98553211111945,0.00354638910455881
0.0281779356212592,51.8157545397632,5.01992834378854,0.00386426808536953
0.0249543753629382,54.0563686057429,5.12267100039665,0.00360945079721198
0.0220995909041896,56.4737109105267,5.08486886280296,0.00379121041445224
0.0195713942356533,58.6911070212503,5.17541798540776,0.00361208090282727
0.0173324236628628,60.9251677201708,5.14926280964022,0.00405495592416566
0.0153495916750633,63.1391306338835,5.23381330900478,0.00379305377232368
0.0135935959779244,65.4313358740189,5.20761255673497,0.00405541608312828
0.0120384864641867,67.7025051813312,5.36886708325667,0.00397725567720277
0.0106612817229349,69.9357088785969,5.3799914246026,0.00407414622299406
0.00944162942026981,72.1140044746182,5.40048156738711,0.00411177506247376
0.00836150553248531,74.4116552793838,5.50707136192499,0.00398469212038589
0.00740494798701647,76.684901532693,5.52142266231604,0.00409101555927942
0.00655782077490549,78.8480297606512,5.62147836158639,0.00413341801885871
0.00580760504883832,81.2126210488815,5.61810645116605,0.00414652393371571
0.00514321411959881,83.4169321776201,5.65869498570938,0.00420694558069589
0.00455482961695748,85.6834694722443,5.67541681680951,0.00433077288747448
0.00403375639378034,87.9342142308128,5.81983430700406,0.00443018759068561
0.00357229402913045,90.12764307748,5.83760112834148,0.00425692604341951
0.00316362303143486,92.3659346894156,5.94510052760015,0.00450174889402905
0.00280170406002703,94.6757116896014,5.99707228903556,0.00446363712177202
0.0024811886757607,96.9131703527517,5.94332863993494,0.0044831242441194
0.00219734030176755,99.1494450708758,6.20268797034245,0.00479430348474154
0.00194596422631648,101.44980207589,6.12106499291958,0.00454434492053722
0.00172334561335694,103.728352991636,6.16492107616623,0.00450396963538569
0.00152619460466566,105.967030145853,6.17702229719769,0.00473004349352102
0.00135159770231656,108.157881995215,6.26410134216322,0.00464899278574175
0.00119697471300366,110.449706204176,6.34749821240156,0.00470848998648795
0.00106004061794019,112.70163227655,6.21795470729292,0.0044898673972678
0.000938771804847301,115.053592011738,6.34269178975466,0.00452974457588462
0.000831376163008483,117.104177448131,6.29296581576593,0.00461156417287759
0.000736266599454524,119.430223317207,6.36173961815517,0.00450198402051834
0.00065203758490102,121.609115064527,6.46201266499227,0.00463174507848213
0.000577444382834339,123.997933927172,6.45830305566579,0.00497233339654691
0.000511384654793401,126.179014712573,6.683808875564,0.00499543562958509
0.000452882170010113,128.432766430452,6.66602497320447,0.00505993447885445
0.000401072378669496,130.76723472452,6.7023407366169,0.00488197487367579
0.00035518963559112,132.889838383186,6.63164778965911,0.00489881235635443
0.000314555885523383,135.095363103933,6.80960500750389,0.00518143008904936
0.000278570642841903,137.434824743128,6.88771368068283,0.00517476809792779
0.00024670211757199,139.548637486149,6.8035261293495,0.00492123070452621
0.000218479356595536,141.790079073849,7.0859773803493,0.00526145325069363
0.000193485283905074,144.125897837206,7.07572116362087,0.00508335672027785
0.000171350537053861,146.487059361002,6.92106046650278,0.00487155762365754
0.000151748008717043,148.648262764775,7.0003293463974,0.00497483751063105
0.000134388012699075,150.987440650687,7.04747174199738,0.00514461279700757
0.00011901400295066,153.208900073008,7.11666350259977,0.00524712197399267
0.000105398782330807,155.388743108078,7.00499169643174,0.00502954969510719
9.33411450871237e-05,157.818687829122,7.01535134316882,0.00510649867934497
8.26629034368725e-05,160.123447922803,7.13697730383142,0.00504047523063821
7.32062543076339e-05,162.256779163213,7.16969886460863,0.00516526096199112
6.48314473232433e-05,164.443596356576,7.28427436070726,0.00527116961311507
5.74147195725076e-05,166.703508969449,7.18535046008342,0.00515801443414737
5.08464666407016e-05,168.935030098506,7.18927279231036,0.00508242969728332
4.50296228753497e-05,171.137245617475,7.27823175112387,0.00541998798076722
3.98782269498567e-05,173.483533341089,7.31832170436102,0.00544203807981426
3.53161515268836e-05,175.7004278438,7.34963252480364,0.00535119264335366
3.12759782484334e-05,178.012641312727,7.45460267208088,0.00542728382296542
2.76980014272465e-05,180.287219879569,7.47562288757411,0.00558285382583857
2.45293457160586e-05,182.633190196879,7.48975921874275,0.00535154588629788
2.17231847156322e-05,184.719130002164,7.63163752385567,0.00562886205051859
1.92380489741535e-05,187.028731646231,7.70825919535897,0.00563805397512818
1.70372131516057e-05,189.223756246712,7.64058748289971,0.00552256288058836
1.50881532926349e-05,191.639651300129,7.66557576189869,0.00572643004390327
1.33620661874852e-05,193.941704388956,7.80457981376434,0.00581939763054183
1.18334437181183e-05,196.29602946482,7.85387205623599,0.00564321511924908
1.04796958992034e-05,198.581588713829,7.85439880642205,0.00579143465045477
9.28081704327776e-06,200.979939753238,8.06335533948238,0.00596877703257062
8.21909011666477e-06,203.265394872425,8.01653933878594,0.00585536745072225
7.27882491712156e-06,205.762801831326,8.24057712980616,0.00644793993090524
6.44612620400479e-06,207.911388500477,8.27123660716601,0.00688236584140634
5.70868835438198e-06,210.518131977074,8.64650893842009,0.0072256545066031
5.0556135105158e-06,212.825807065268,8.80375129756034,0.00740550127804156
4.47725053130472e-06,215.19727363439,9.85783427780079,0.0142277203402127
3.96505236770429e-06,217.349054009914,16.5962695813253,0.136354706392268
3.51144975442236e-06,216.758256821762,47.9554262493046,0.385545377487331
3.10973935130444e-06,214.813222880623,84.1886899446627,0.595494780726374
2.75398468136195e-06,204.922021916172,194.861651405465,1.56085530006322
