k_d,mean_pos_average,std_pos_average,SE_std
0.460729437973378,7.28321004516829,45.3131298344038,0.377294791879514
0.408021917945934,3.9567053851742,21.3522811051986,0.110233729764389
0.361344146483426,4.01650957875324,8.89221393012372,0.0280975459764873
0.3200063194035,5.80488809065152,6.91197519116151,0.00864501246261177
0.28339754623055,7.80903530210201,6.77768904179833,0.0126987001219804
0.250976822455269,9.49793001524816,6.5125115715362,0.00670558745205146
0.222265034569144,12.0003366465391,6.77120510548407,0.00532980434882414
0.196837879724242,14.2880548253318,6.76561187343409,0.00582995702968623
0.174319595385041,16.2375974225132,6.62154136280598,0.00438758590555609
0.154377406309065,18.4419800543636,6.6806613077458,0.00444311858274011
0.136716606793819,20.9995216629983,6.88594636291898,0.00491526120875595
0.121076205515432,23.3695841681693,6.57665985125116,0.00448908194896103
0.107225068598454,25.2670013533306,6.80895546663318,0.00492580487893979
0.0949585039190695,27.7775913199076,6.95307801604678,0.00488036341452841
0.0840952361645579,30.0382852207758,7.06294617941259,0.00530298974070557
0.0744747279464306,32.3730619175764,7.19738708261313,0.00492202964279333
0.0659548073786424,34.4615616396575,7.00178269686301,0.00487952738834621
0.0584095670612289,36.8813734745913,6.93075389615604,0.00497081524526521
0.0517275034205463,38.9906558043956,6.86392400416225,0.00480318567148363
0.0458098689092789,40.9839354801627,7.0770711833384,0.00527396636062052
0.0405692127150248,43.4254608251217,6.96596061600993,0.00491148577800286
0.0359280884120486,45.9457944866528,7.11233354252426,0.00518386313419681
0.0318179094578763,47.8950677905907,7.30141716476705,0.00531563130182004
0.0281779356212592,50.4768577724615,7.24995187050091,0.0050445510422908
0.0249543753629382,52.9026827875487,7.33405126974082,0.0050957932201777
0.0220995909041896,54.8659980187705,7.33638421886548,0.00502903136095691
0.0195713942356533,57.1353666450699,7.50233346993619,0.00515671104249662
0.0173324236628628,59.513754951852,7.59181306657766,0.00529867201671438
0.0153495916750633,61.4022113801907,7.30198700372022,0.00523442687860835
0.0135935959779244,63.6982529855057,7.45591268800044,0.00516816449595562
0.0120384864641867,66.0102233375722,7.70180944639103,0.00604932771922929
0.0106612817229349,68.3749750618091,7.48086486494079,0.00510465858363646
0.00944162942026981,70.5956205640057,7.55254911299701,0.00531905283608986
0.00836150553248531,72.8604955111716,7.70910388345212,0.00535933233947674
0.00740494798701647,75.0494657097208,7.50949551303266,0.00510876954336391
0.00655782077490549,77.5382493923633,7.63006246169472,0.00531224011552738
0.00580760504883832,79.6258143099155,7.78752937101738,0.00576672056473867
0.00514321411959881,81.7440635684377,7.64885797275494,0.00537454620216724
0.00455482961695748,84.0829025290845,7.66881662584053,0.0053273722279361
0.00403375639378034,86.1913013597324,7.85529714792296,0.00574844371856096
0.00357229402913045,88.6722571852034,7.80508918863962,0.00548749986766805
0.00316362303143486,90.8372384388089,8.03659642289873,0.0053331812470364
0.00280170406002703,93.1518305249786,8.2691992132629,0.00566618574970143
0.0024811886757607,95.4672554443918,8.0843260141847,0.00539376392430158
0.00219734030176755,97.5355298712785,8.04383831400152,0.00538303462573264
0.00194596422631648,99.7628706718857,7.75934534411948,0.00544332027297093
0.00172334561335694,102.113195570573,7.91718554335573,0.00517450922155495
0.00152619460466566,104.208910995443,8.1530385143439,0.00545444284295567
0.00135159770231656,106.673260677188,8.24174045876599,0.00567355826809927
0.00119697471300366,108.814278902247,8.08110122607304,0.00544802006675484
0.00106004061794019,111.243211517391,8.02222753821359,0.00561879325668687
0.000938771804847301,113.323017708215,8.29220626397571,0.00574219336777949
0.000831376163008483,115.889605486964,8.13055537872034,0.00598640257129952
0.000736266599454524,117.793457218844,8.05556805135725,0.00588847812389518
0.00065203758490102,120.165546112998,8.3486547470246,0.00592011375291779
0.000577444382834339,122.374148817056,8.10174886463044,0.00563316962734245
0.000511384654793401,124.794590425914,8.29192928764912,0.00575910346607476
0.000452882170010113,126.975858033989,8.30706840125594,0.00552958144287375
0.000401072378669496,129.324757772101,8.23296753347945,0.00554677714681382
0.00035518963559112,131.649071912446,8.61272551545148,0.00594686079160324
0.000314555885523383,133.810935814002,8.85240651897373,0.00602577402709518
0.000278570642841903,136.145889270978,8.49055968443435,0.00583565279857725
0.00024670211757199,138.348195226763,8.65740786815152,0.00599828893804247
0.000218479356595536,140.444507418101,8.46208064091842,0.00595722770781212
0.000193485283905074,142.984688028861,8.4683800470805,0.00573215649595261
0.000171350537053861,145.05338284342,8.7906901010346,0.00605723666302056
0.000151748008717043,147.534746207175,8.5781735294641,0.00601680894882983
0.000134388012699075,149.518596149081,8.67475443812955,0.005934730769841
0.00011901400295066,151.899370734593,8.61988929020096,0.00627959538503077
0.000105398782330807,154.171264669315,8.5832767808875,0.00599462428999262
9.33411450871237e-05,156.297496026492,8.56419742728677,0.0055585723448755
8.26629034368725e-05,158.447164198115,8.93928232905832,0.00660110749759176
7.32062543076339e-05,160.859965643027,8.78470841940371,0.00699000232021111
6.48314473232433e-05,162.951269845035,9.02771955642662,0.00683025260675089
5.74147195725076e-05,165.394660314428,8.72608672574768,0.00593673295389983
5.08464666407016e-05,167.426826882783,8.95368966374992,0.00659961402006548
4.50296228753497e-05,169.728926962127,8.64912312599317,0.00588588750908304
3.98782269498567e-05,171.677788606772,8.71103371957899,0.0061904825059864
3.53161515268836e-05,174.424495818895,8.96899595865311,0.00669259778505253
3.12759782484334e-05,176.77777579355,8.93076356182189,0.00603584293368657
2.76980014272465e-05,178.637245296002,9.01286669676448,0.00578503645092643
2.45293457160586e-05,181.137431086922,8.84335763228934,0.00622211104134981
2.17231847156322e-05,183.286345238536,8.92481644757446,0.00613451857809779
1.92380489741535e-05,185.647303098845,8.98490563762053,0.00609259364697338
1.70372131516057e-05,187.711756800723,9.00648509499816,0.00631386721476822
1.50881532926349e-05,190.12931897092,9.52235325690492,0.00703971631387788
1.33620661874852e-05,192.367001025511,9.40843545802289,0.00690181255256287
1.18334437181183e-05,194.655684448121,9.36106326627441,0.00689156934527694
1.04796958992034e-05,197.125980385466,9.42358040132235,0.00800770951887188
