k_d,mean_pos_random,std_pos_random,SE_std
0.460729437973378,4.27525975509792,180.922339472264,3.05628984645327
0.408021917945934,4.06891226220926,75.9145274535525,1.26260723000452
0.361344146483426,5.17377469320963,26.5507512839586,0.413283402538862
0.3200063194035,6.9740428220531,7.37609738248413,0.0750473172425741
0.28339754623055,9.09807785751988,3.63051739111882,0.00432949172652091
0.250976822455269,11.3383249835282,3.55490322950559,0.00263083840018219
0.222265034569144,13.5840983853458,3.58698968745098,0.00263568734836103
0.196837879724242,15.8391413233068,3.61753229965813,0.00264464214646488
0.174319595385041,18.0946467823756,3.65426446622694,0.00263366332113236
0.154377406309065,20.3437636254593,3.703667767803,0.00263514919466071
0.136716606793819,22.5921491172413,3.76620752758608,0.00267181460264079
0.121076205515432,24.8420754715275,3.82022943908968,0.00271930691484195
0.107225068598454,27.1136464918955,3.86830598200831,0.0027598557148384
0.0949585039190695,29.4026466124068,3.91692984170704,0.00279371160344639
0.0840952361645579,31.6790887049122,3.97948070537787,0.00284743624915607
0.0744747279464306,33.9340571670606,4.04763221405276,0.00291388305747186
0.0659548073786424,36.1799001766978,4.1106958934048,0.00298996668965517
0.0584095670612289,38.4302262583747,4.17519976748091,0.0030734400609197
0.0517275034205463,40.6675258549648,4.2483037661884,0.00314701191147865
0.0458098689092789,42.9038619801205,4.31430914477006,0.0031980557219153
0.0405692127150248,45.1424247445001,4.37383632297699,0.00323831215425113
0.0359280884120486,47.3828013721538,4.41985234181172,0.00326832482363201
0.0318179094578763,49.623391437512,4.47505339660605,0.00331328249479224
0.0281779356212592,51.8639244563228,4.53873687457226,0.0034025224595442
0.0249543753629382,54.0988342236865,4.58510448766657,0.00348478984198062
0.0220995909041896,56.3233996050076,4.61212262461174,0.00351977903257645
0.0195713942356533,58.5483335675582,4.63504704694551,0.00353265132911729
0.0173324236628628,60.7864675245447,4.66785970538334,0.00354135298522332
0.0153495916750633,63.0317766342657,4.7053812653369,0.00356071040249454
0.0135935959779244,65.2778866300286,4.74047405889189,0.00357632707415952
0.0120384864641867,67.5450909446867,4.77001426527093,0.003594902297609
0.0106612817229349,69.8234794030828,4.80152865995347,0.0036139340731811
0.00944162942026981,72.1042766427157,4.83761200528733,0.00364600276818412
0.00836150553248531,74.3711704801318,4.88037482697806,0.00371634304044246
0.00740494798701647,76.6307815779626,4.93184761382211,0.00378034510311829
0.00655782077490549,78.8729253843319,4.99112105118825,0.00383166338529748
0.00580760504883832,81.1149245817823,5.04889938494174,0.00385540547565826
0.00514321411959881,83.3666314455204,5.08696554095147,0.00382640848233566
0.00455482961695748,85.622665991328,5.12463172080084,0.00378789557810153
0.00403375639378034,87.885985723016,5.16407801282747,0.00376148774913732
0.00357229402913045,90.1581366491231,5.2056750409798,0.00374966316675959
0.00316362303143486,92.4150503318343,5.25601300349628,0.00376975658373845
0.00280170406002703,94.6461695089373,5.31904404768653,0.00377699117419353
0.0024811886757607,96.8728836948291,5.38151120291661,0.00380108395899531
0.00219734030176755,99.103590620816,5.44894174529463,0.00383951467985581
0.00194596422631648,101.338406357387,5.51803676105156,0.00386896337219692
0.00172334561335694,103.571969749857,5.5817211775976,0.00390674686047457
0.00152619460466566,105.805382248221,5.6265038877508,0.00395324663126579
0.00135159770231656,108.038600752531,5.65688524393709,0.00397703509097531
0.00119697471300366,110.269101759935,5.67997965483616,0.00396912771567066
0.00106004061794019,112.513744883813,5.72818010466578,0.00399552204897009
0.000938771804847301,114.782805887312,5.80162483386714,0.00405014365464485
0.000831376163008483,117.055718551314,5.86196995135907,0.00411852822970556
0.000736266599454524,119.311054811933,5.90808899481428,0.00415928499574594
0.00065203758490102,121.554021592206,5.94888949965652,0.0042035820258449
0.000577444382834339,123.783815877423,5.96990606358953,0.00424842310268757
0.000511384654793401,126.023498353654,5.97460294946258,0.00424008641840625
0.000452882170010113,128.272127178061,5.97876567650883,0.00421985181345894
0.000401072378669496,130.514124559806,5.99960711549519,0.00423102692652796
0.00035518963559112,132.752338931776,6.0381546194063,0.00426096057953045
0.000314555885523383,134.998313579674,6.08415164725269,0.00426941555683284
0.000278570642841903,137.259485526939,6.13746645494803,0.00428612596918771
0.00024670211757199,139.536511127818,6.19375175526628,0.00434489600584943
0.000218479356595536,141.79497977334,6.24084023796282,0.00441066735711355
0.000193485283905074,144.041903504436,6.28564771570518,0.00446817310554159
0.000171350537053861,146.285353307848,6.32216619025434,0.00452496371083258
0.000151748008717043,148.523645213192,6.3527568150948,0.00458725144963171
0.000134388012699075,150.757195226137,6.38397226683847,0.00462801080696284
0.00011901400295066,152.993275534086,6.42427227536665,0.00469176095195718
0.000105398782330807,155.233026565763,6.47749702705927,0.00472634969748679
9.33411450871237e-05,157.465992686581,6.53893468653581,0.00477022755303721
8.26629034368725e-05,159.711778324838,6.59021968178299,0.00483870736115767
7.32062543076339e-05,161.972003645953,6.62706555447444,0.00489971401329535
6.48314473232433e-05,164.244223164793,6.66456125585801,0.00493736011275751
5.74147195725076e-05,166.520682904686,6.70353833171047,0.00496428379826844
5.08464666407016e-05,168.796385410437,6.74080865038767,0.00499983220074611
4.50296228753497e-05,171.063007161311,6.79064899411523,0.00506355225697659
3.98782269498567e-05,173.301382764427,6.85601033930985,0.00513924261713933
3.53161515268836e-05,175.518602052892,6.92030008229867,0.00518548903163599
3.12759782484334e-05,177.737841819721,6.9761807920384,0.00518420169889402
2.76980014272465e-05,179.984167860883,7.02296770141973,0.00515710622591735
2.45293457160586e-05,182.252381209839,7.06344749304949,0.00513047301543659
2.17231847156322e-05,184.525676490024,7.09637597681259,0.00511412013711308
1.92380489741535e-05,186.782512178365,7.14344095826965,0.00515731525371142
1.70372131516057e-05,189.031722643886,7.19739679276621,0.00522879308924922
1.50881532926349e-05,191.293956335881,7.2563792160082,0.00532118502539484
1.33620661874852e-05,193.56761076984,7.3210462736811,0.0054161329720356
1.18334437181183e-05,195.862816033439,7.38419529323154,0.00550792976502444
1.04796958992034e-05,198.162261021919,7.45253753571471,0.00560959291627215
9.28081704327776e-06,200.48902322482,7.53695973548074,0.00578269918642443
8.21909011666477e-06,202.825527201102,7.62490412991794,0.00594893648357556
7.27882491712156e-06,205.161940450023,7.73289630839606,0.00610330288633907
6.44612620400479e-06,207.51427069045,7.88782884022144,0.00630277027542574
5.70868835438198e-06,209.902614401968,8.12351451138252,0.00674116656471105
5.0556135105158e-06,212.327616859773,8.37091121942337,0.00698618770491298
4.47725053130472e-06,214.71532647306,9.24289558914141,0.0196052356858559
3.96505236770429e-06,216.744641594386,14.3649569583502,0.0944401233144599
3.51144975442236e-06,212.777283534547,136.946378701239,1.75071468959867
3.10973935130444e-06,188.479700476768,578.684716132307,7.26669390952859
2.75398468136195e-06,93.085342421666,1793.64064233027,16.2002313546762
