k_d,mean_pos_random,std_pos_random,SE_std
0.460729437973378,-1.14235284611406,4.51082799073938,0.00425312211645511
0.408021917945934,1.77379655965455,3.96014073467922,0.00364881086795274
0.361344146483426,4.3981531182303,3.58476851759675,0.00315214548998259
0.3200063194035,6.82013502944142,3.38572126558232,0.0027871656809343
0.28339754623055,9.13027765658845,3.33175346521547,0.00255910449766846
0.250976822455269,11.3929256283366,3.34072250413192,0.00244692569654788
0.222265034569144,13.6542638628185,3.38304076591061,0.00241479356561575
0.196837879724242,15.9048503677463,3.44076279180044,0.00244005695826167
0.174319595385041,18.1753680232829,3.50721858879473,0.00248403400198467
0.154377406309065,20.4252661991539,3.56814401661195,0.00253789042948452
0.136716606793819,22.680757366779,3.63716227546963,0.00260620145372478
0.121076205515432,24.9414191678284,3.69806980364996,0.00267929780807351
0.107225068598454,27.1921991795642,3.76617300545211,0.00271992342241443
0.0949585039190695,29.4276427218369,3.84633147767373,0.00278365554218065
0.0840952361645579,31.669311505894,3.93249707957733,0.00283979223571958
0.0744747279464306,33.9086944339137,3.99307841906392,0.00288453178983344
0.0659548073786424,36.1428151542329,4.05018287135453,0.00294373399775118
0.0584095670612289,38.3699547587644,4.12019479661433,0.00297765674780346
0.0517275034205463,40.5974475500191,4.18680743798593,0.00300706190200471
0.0458098689092789,42.8390902264573,4.25284786024428,0.00303661044757833
0.0405692127150248,45.0862467720835,4.32093958798703,0.0030829720092828
0.0359280884120486,47.3451620815085,4.37474211360579,0.00310294093831426
0.0318179094578763,49.6073518582805,4.41870183692559,0.00311125233695134
0.0281779356212592,51.8626736434756,4.4697191979798,0.00312749595009614
0.0249543753629382,54.1329127082938,4.51090711657305,0.00312659111260896
0.0220995909041896,56.4040124469978,4.54451765935433,0.00314901678858657
0.0195713942356533,58.6916151476261,4.60022522024591,0.00318870356100208
0.0173324236628628,60.9728629365867,4.64347121930319,0.00324567528527272
0.0153495916750633,63.2303488114961,4.6994735941955,0.00332361213675166
0.0135935959779244,65.4845896640748,4.75597584828191,0.00343359558863752
0.0120384864641867,67.7415324869044,4.82399437749865,0.00352709695558163
0.0106612817229349,70.0097153277659,4.88908017694003,0.00358986184264417
0.00944162942026981,72.2855334778306,4.94315808553947,0.00362360404688849
0.00836150553248531,74.5600046234328,4.99297903454571,0.0036278052477667
0.00740494798701647,76.8195401293914,5.04090659843162,0.00367465217793318
0.00655782077490549,79.0756074397051,5.09381557181167,0.00374339502071473
0.00580760504883832,81.3275331881389,5.1644955359194,0.00382077381232232
0.00514321411959881,83.5615532341022,5.23178878686247,0.00391367701726736
0.00455482961695748,85.8213081820405,5.28389276460127,0.00398114083714949
0.00403375639378034,88.0836978714626,5.33350307749755,0.00400671778705874
0.00357229402913045,90.3623704069027,5.37398319913628,0.0040223215047232
0.00316362303143486,92.626338928785,5.41242905926958,0.00401642849229207
0.00280170406002703,94.875401585347,5.4512664912211,0.00398932679744646
0.0024811886757607,97.1241527663128,5.48800594697561,0.0040342662110776
0.00219734030176755,99.3578756138451,5.52658759240645,0.0040852206380213
0.00194596422631648,101.595566294978,5.57364868092544,0.00415893848570935
0.00172334561335694,103.845267220181,5.62543505770016,0.00425083558847092
0.00152619460466566,106.098581425149,5.66661425004713,0.00432024667608563
0.00135159770231656,108.360958964396,5.70635353139895,0.00437095209107383
0.00119697471300366,110.641748837298,5.75803534441587,0.00443547541553198
0.00106004061794019,112.930420004468,5.82643962491032,0.0045024112784315
0.000938771804847301,115.185429166451,5.89604128647126,0.00455389191598125
0.000831376163008483,117.438789292992,5.94771399355932,0.0045705457656527
0.000736266599454524,119.687085984267,5.99714025279971,0.00458227186074143
0.00065203758490102,121.937249725653,6.03422674237569,0.00457200942014263
0.000577444382834339,124.200375603782,6.05960570368573,0.00455566570294941
0.000511384654793401,126.466984488642,6.09882637319465,0.00456307037966039
0.000452882170010113,128.722462282171,6.14625943702947,0.00458769856935893
0.000401072378669496,130.991206816981,6.18595590068673,0.00459883700635441
0.00035518963559112,133.262540024937,6.22314028584597,0.00462535091783776
0.000314555885523383,135.512317516973,6.25998494780052,0.00464847142960018
0.000278570642841903,137.783583854787,6.31950815547374,0.00466130389011559
0.00024670211757199,140.037354284116,6.36451193444007,0.00466037266688987
0.000218479356595536,142.280151894328,6.4134699871009,0.00467356232302725
0.000193485283905074,144.525644218409,6.45962793241485,0.00471187749845334
0.000171350537053861,146.771693608062,6.51722486402683,0.00478326188908283
0.000151748008717043,149.036288374955,6.55479890382388,0.00483813718060623
0.000134388012699075,151.330417748393,6.61179616058488,0.00488709354624102
0.00011901400295066,153.61193545872,6.66108940058023,0.00491076845161117
0.000105398782330807,155.87393038769,6.68595138350433,0.00493877926549238
9.33411450871237e-05,158.13758552726,6.70372402072063,0.00497788968669664
